I,Q,label
-4.402929779396277943e-01,-4.545408011664984205e-01,0.000000000000000000e+00
-5.306271831663759153e-01,-1.573772739230686168e+00,1.000000000000000000e+00
-4.166590033069991761e-01,-1.276847804516944906e+00,0.000000000000000000e+00
8.907680035829231846e-01,-1.477317704853358116e+00,1.000000000000000000e+00
-6.619001731608191719e-01,-1.253163729191488329e+00,0.000000000000000000e+00
1.289086097727172309e+00,-1.048114689844841241e+00,1.000000000000000000e+00
-5.363937358596680971e-01,-1.381263594556682239e+00,0.000000000000000000e+00
-9.489981789335160123e-01,-1.391604205405259087e+00,0.000000000000000000e+00
9.024211380864171073e-01,-1.385817351905579198e+00,1.000000000000000000e+00
-5.603076384490627282e-01,-1.376247121727292022e-01,0.000000000000000000e+00
1.140757418613114860e+00,-1.338336877579368256e+00,1.000000000000000000e+00
1.305802027979241053e+00,-1.379362798006223301e+00,1.000000000000000000e+00
-3.138672006916581880e-01,-1.679368266954149647e+00,1.000000000000000000e+00
-2.302008936156590968e-01,-1.351081853516101994e+00,1.000000000000000000e+00
7.144042564920446425e-01,-3.371064553578063672e-01,1.000000000000000000e+00
8.686587537793500902e-01,-1.284875375899879879e+00,1.000000000000000000e+00
1.119897857489013271e+00,-2.280892765999390281e+00,1.000000000000000000e+00
8.230023459515517503e-01,-7.898925145519642976e-01,1.000000000000000000e+00
-3.409805599265203213e-02,-6.034480898919831748e-01,1.000000000000000000e+00
8.744432706444758008e-01,-1.382969068445848437e+00,1.000000000000000000e+00
1.021585999950411106e+00,-3.997868259324977025e-02,1.000000000000000000e+00
-6.142619393680216477e-01,-1.051214818345280522e+00,0.000000000000000000e+00
-9.348755166673912154e-01,-1.600247296227844451e+00,0.000000000000000000e+00
1.120362975169391540e+00,-1.603367024449881217e+00,1.000000000000000000e+00
7.409781855069649259e-01,-1.414153834878006055e+00,1.000000000000000000e+00
9.446849797704646168e-01,-1.008494058851973518e+00,1.000000000000000000e+00
1.223965039026218449e+00,-1.430333310922821344e+00,1.000000000000000000e+00
5.702575992505831692e-01,-1.664706969386601454e+00,1.000000000000000000e+00
4.830484368592129485e-01,-9.866748649730215925e-01,1.000000000000000000e+00
1.083689375219944573e+00,-1.636407773584260372e+00,1.000000000000000000e+00
1.139998026950098886e+00,-4.975061820929722600e-01,1.000000000000000000e+00
-4.984776152854187847e-01,-2.369272052164156372e-01,0.000000000000000000e+00
3.183004673454822298e-01,-1.797652463151156343e+00,1.000000000000000000e+00
-1.594555191349408485e+00,-4.273029557508570830e-01,0.000000000000000000e+00
1.032377895074297669e+00,-1.203117446950675351e+00,1.000000000000000000e+00
8.451793800571788529e-01,-1.738069635144635861e+00,1.000000000000000000e+00
5.176809229111439814e-01,-1.110714520507834813e+00,0.000000000000000000e+00
7.598924641997152341e-01,-8.124417995461017394e-01,1.000000000000000000e+00
-4.646904510289125989e-01,-1.063383099355882822e+00,0.000000000000000000e+00
3.099578391746127815e-01,-9.395909329274498845e-01,1.000000000000000000e+00
1.646207315134785576e+00,-5.026150884179588774e-01,1.000000000000000000e+00
9.139824642242933006e-02,-1.430932949711041235e+00,0.000000000000000000e+00
2.103926567679783033e-01,-1.238218571545271818e+00,1.000000000000000000e+00
-6.773326107529218376e-01,-6.282293522599743385e-01,0.000000000000000000e+00
-1.410372479601409434e-01,-4.105499517651408636e-01,1.000000000000000000e+00
-7.841990161867639086e-01,-1.388765646469158677e+00,0.000000000000000000e+00
-1.211247254527352935e+00,-2.002753447428333278e+00,0.000000000000000000e+00
1.116780358878226131e+00,-1.138666127901245773e+00,1.000000000000000000e+00
6.021461702674180128e-02,-1.822864497527255878e+00,1.000000000000000000e+00
-8.730874165423332389e-01,-3.408143488507521246e-01,0.000000000000000000e+00
5.753993912154663493e-01,-1.926896588054500814e+00,1.000000000000000000e+00
5.823235348542965539e-01,-1.311686896369282929e+00,1.000000000000000000e+00
-6.432482545735170865e-01,-1.202472544754353834e+00,1.000000000000000000e+00
-8.206623320016082079e-01,-8.272219290887394827e-01,0.000000000000000000e+00
2.192829805754034078e-01,-6.120425967215699092e-01,0.000000000000000000e+00
-8.396394121746844075e-01,-1.728588065866283774e+00,0.000000000000000000e+00
5.814848347276609930e-01,-1.145715894488204434e+00,0.000000000000000000e+00
-6.982304209407961260e-01,-1.187387655050450297e+00,0.000000000000000000e+00
-6.061526865133417541e-01,-1.247505317457419771e+00,0.000000000000000000e+00
-9.920260703373873223e-01,-1.448754582115644673e+00,0.000000000000000000e+00
-7.215717020052683228e-01,-1.447037497062331202e+00,0.000000000000000000e+00
-1.061617958235851367e+00,-1.122109997649500146e+00,0.000000000000000000e+00
5.777064581868410764e-01,-4.233286172041034190e-01,1.000000000000000000e+00
-2.030679971093775293e+00,-6.295716855342177176e-01,0.000000000000000000e+00
1.328237663146083269e+00,-2.212020227699522223e+00,1.000000000000000000e+00
5.338512698570943016e-01,-1.361045544493343362e+00,1.000000000000000000e+00
1.439219538358127437e-03,-1.564233455290885422e+00,1.000000000000000000e+00
-1.260482989630183681e+00,-2.991898897836372528e-01,0.000000000000000000e+00
-2.373558703235386091e-01,-5.395475639983692284e-01,0.000000000000000000e+00
-3.443590348756516151e-01,-1.739850997104063213e+00,0.000000000000000000e+00
-9.674552000371560156e-01,-9.306378308814895473e-01,0.000000000000000000e+00
9.413116245129604653e-02,-8.188258964092536285e-01,1.000000000000000000e+00
-8.253577659763366992e-01,-1.362735515270247388e+00,0.000000000000000000e+00
-3.497150827955234353e-01,-9.531934557524287532e-01,0.000000000000000000e+00
-8.856781498068091452e-01,-5.956602098133245704e-01,0.000000000000000000e+00
-1.245726730697217732e+00,-8.673573080233167865e-01,0.000000000000000000e+00
-4.086444379130773075e-01,-1.330098331152443691e+00,0.000000000000000000e+00
8.682615780183277066e-01,-1.800881899688099086e+00,1.000000000000000000e+00
-2.431815572938186842e-01,-1.267776179716943119e+00,0.000000000000000000e+00
4.438335566377489827e-01,-6.508204985770030815e-01,1.000000000000000000e+00
-1.057366912168648865e+00,-1.879555759677228544e+00,0.000000000000000000e+00
-7.311951986468312459e-02,-8.723201358226279067e-01,1.000000000000000000e+00
-1.345409743145410619e+00,-2.979280205032662776e-01,0.000000000000000000e+00
-1.746159770839130321e+00,-3.270969273504295005e-01,0.000000000000000000e+00
8.107038004985779311e-01,-1.223681667430643882e+00,1.000000000000000000e+00
4.327355234927938721e-01,-9.757570543194122870e-01,1.000000000000000000e+00
6.863777156848445138e-01,-6.236741704871869851e-01,1.000000000000000000e+00
-6.480812425662493270e-01,-1.100174230764509709e+00,0.000000000000000000e+00
5.233889607903408070e-01,-1.203797923355981458e+00,1.000000000000000000e+00
-5.512941824512396227e-01,-2.030409307823761278e+00,0.000000000000000000e+00
-1.379287777950125804e+00,-8.036930644840911686e-01,0.000000000000000000e+00
7.906277859612396153e-01,-1.267316779671787241e+00,1.000000000000000000e+00
7.144120334299652875e-01,-1.001534258814612111e+00,1.000000000000000000e+00
-9.750749070519499906e-01,-1.564477474196604989e+00,0.000000000000000000e+00
-6.072724393484284500e-01,-1.664511500302964686e+00,0.000000000000000000e+00
9.093214447545046042e-01,-2.026616913614367910e+00,1.000000000000000000e+00
1.219772885560090447e+00,-9.390263702889262154e-01,1.000000000000000000e+00
8.332099340542065136e-01,-6.839796195226908182e-01,1.000000000000000000e+00
1.275421553340191361e-01,-6.681400789863833900e-01,0.000000000000000000e+00
-1.625632182563091721e+00,-1.815113594863299262e+00,0.000000000000000000e+00
-1.017604355745108657e+00,-1.162279586390031705e+00,0.000000000000000000e+00
-4.463655566627076632e-01,-1.538197018072181343e+00,0.000000000000000000e+00
-6.118116846587300373e-01,-1.553016577672109877e+00,0.000000000000000000e+00
-1.010953968393243363e+00,-1.878655659919559628e+00,0.000000000000000000e+00
2.435784438418165943e-01,-1.851167414303614533e+00,1.000000000000000000e+00
-1.193131693385935499e+00,-6.485042131915288444e-01,0.000000000000000000e+00
-1.179894511313240635e+00,1.408659209232467902e-01,0.000000000000000000e+00
-4.585361164568245718e-01,-1.082907049648011544e+00,0.000000000000000000e+00
2.760161768066619614e-01,-8.251701717909520895e-01,1.000000000000000000e+00
-9.930139800161561503e-01,-1.114320204172767781e+00,0.000000000000000000e+00
5.748472022371281520e-01,-1.223355061357773499e+00,0.000000000000000000e+00
1.279831730040106752e+00,-1.526913324058391419e+00,1.000000000000000000e+00
-7.226893121457500513e-01,-2.899247936776936374e-01,0.000000000000000000e+00
-1.018678595791152830e+00,-2.691008324969842436e-01,0.000000000000000000e+00
-3.513190991695314680e-01,-1.456558499442582422e+00,0.000000000000000000e+00
-3.889911973695087122e-01,-6.890478866820837212e-01,0.000000000000000000e+00
-3.942900857886709742e-01,-1.960437471440676926e+00,0.000000000000000000e+00
3.416264789848344474e-01,-1.299084429271200047e+00,1.000000000000000000e+00
6.679783523472455631e-01,-8.649890627201086701e-01,1.000000000000000000e+00
7.940455673638956435e-01,-1.842997290850498349e+00,1.000000000000000000e+00
-5.150961413942876099e-01,-8.700322388535370877e-01,0.000000000000000000e+00
-4.252998429317492723e-01,-6.349347487181377092e-01,0.000000000000000000e+00
-2.882339896228171550e-01,-9.457350718812302937e-01,0.000000000000000000e+00
6.701122111679451709e-01,-2.005805578253443411e+00,1.000000000000000000e+00
-4.903859573309762299e-01,-1.071481267913892976e+00,0.000000000000000000e+00
-5.694056482995824009e-01,-1.813699399405603430e+00,0.000000000000000000e+00
1.646667966931375515e-01,-6.487486848289959473e-01,1.000000000000000000e+00
-7.249726438255966743e-01,-8.345747628091364501e-01,0.000000000000000000e+00
7.193542549624992732e-01,-1.160447041747575181e+00,1.000000000000000000e+00
1.174336969885267479e+00,-1.433347475604134669e+00,1.000000000000000000e+00
7.532554553677603959e-01,-1.406462755847968982e+00,1.000000000000000000e+00
-9.224431806134270051e-01,-1.329911173229768373e+00,0.000000000000000000e+00
-5.941281810804127650e-01,-1.414699422327187150e+00,0.000000000000000000e+00
-7.731700411050879129e-02,-1.622628762605200503e+00,0.000000000000000000e+00
-7.986308889779487608e-01,-1.395190640632536061e+00,0.000000000000000000e+00
1.829387527959724924e-02,-1.077047723239661359e+00,0.000000000000000000e+00
-1.892727971629517558e-01,-1.918105298013934590e+00,0.000000000000000000e+00
-5.716699339626397647e-01,-7.305097136837300775e-01,0.000000000000000000e+00
7.463370615349808057e-01,-6.425849239627721143e-01,1.000000000000000000e+00
-9.638392919474552123e-01,-4.706513914026586587e-01,0.000000000000000000e+00
1.854644128706893991e+00,-1.356744391715277276e+00,1.000000000000000000e+00
-9.279463275976550518e-01,-4.486328729365981483e-01,0.000000000000000000e+00
8.459100596808699635e-02,-1.436755125072082695e+00,0.000000000000000000e+00
-9.152884754451977578e-01,-1.316217415925702294e+00,0.000000000000000000e+00
3.296981138013022061e-02,-1.634651084737546833e+00,1.000000000000000000e+00
2.031246835212348056e-01,-1.559223894047511827e+00,1.000000000000000000e+00
6.878526232038781885e-01,-1.058217745227187256e+00,1.000000000000000000e+00
1.480445313304307176e+00,-1.674502131864843202e+00,1.000000000000000000e+00
-2.130338676589773050e-01,-1.282319533608203166e+00,0.000000000000000000e+00
6.804632120710523147e-01,-8.379153654121458406e-01,1.000000000000000000e+00
-1.266556077678418379e+00,-9.841202384034233308e-01,0.000000000000000000e+00
-6.219689627907410978e-01,-9.290994794913740584e-01,0.000000000000000000e+00
8.497793888511777638e-01,5.232495845999940443e-02,1.000000000000000000e+00
3.863250747716107658e-01,-1.440823588996356541e+00,1.000000000000000000e+00
3.936248036848865595e-01,-1.453063671075575103e+00,1.000000000000000000e+00
3.865015032440098919e-01,-5.808168459416718221e-01,1.000000000000000000e+00
1.415447190892196172e+00,-1.460698258370185965e+00,1.000000000000000000e+00
2.890172803451543926e-01,-9.396173333022457275e-01,1.000000000000000000e+00
4.290835447567831196e-01,-8.588592026176923300e-01,1.000000000000000000e+00
8.066565773229186220e-01,-1.933197168994063686e+00,1.000000000000000000e+00
6.855753376776163588e-02,-2.773862749476877498e-01,0.000000000000000000e+00
3.988007216550756295e-01,-1.369175891463439765e+00,1.000000000000000000e+00
8.481277622597211963e-01,-1.008096716501935219e+00,1.000000000000000000e+00
-3.759229305608539629e-01,-1.702228421122737867e-01,0.000000000000000000e+00
6.167214531502440700e-01,-1.574473733764674588e+00,1.000000000000000000e+00
-1.394854680904532795e+00,-1.540790131466408086e+00,0.000000000000000000e+00
-7.217585533341677184e-01,-2.780461797365547660e-01,0.000000000000000000e+00
4.463894173791830289e-01,-1.063431135675998451e+00,1.000000000000000000e+00
-7.134065149336452638e-01,-5.811284747714066112e-01,0.000000000000000000e+00
5.582711460395416436e-01,-1.440759497955608870e+00,0.000000000000000000e+00
-9.499147881563803075e-01,-6.532446729609125979e-01,0.000000000000000000e+00
-3.642493220841134804e-01,-2.519714486274318155e-01,0.000000000000000000e+00
9.971591595602506963e-01,-1.354971156888977513e+00,1.000000000000000000e+00
-4.098676515511145424e-01,-6.209733212039947325e-01,0.000000000000000000e+00
1.115436157495950820e+00,-9.216880959417987906e-01,1.000000000000000000e+00
-1.718577221026922341e-01,-5.906773162726122184e-01,0.000000000000000000e+00
-1.411557137850560917e-02,-8.509701677006272780e-01,0.000000000000000000e+00
-7.887541070556963740e-01,-1.101968268278787244e+00,0.000000000000000000e+00
-1.019405836430907764e-01,-1.583792946989066586e+00,0.000000000000000000e+00
8.895317213337192719e-01,-1.371994517659127943e+00,1.000000000000000000e+00
7.195674783646774930e-01,-5.360991801917983635e-01,1.000000000000000000e+00
-6.096455328873174873e-01,-1.152106837417374186e+00,0.000000000000000000e+00
-1.385123137387228809e+00,-8.021983284818382520e-01,0.000000000000000000e+00
1.027937157467806450e+00,-9.369774984271761475e-02,1.000000000000000000e+00
-8.590841843737695438e-01,-1.065749947663479080e+00,0.000000000000000000e+00
-5.805032250418915574e-01,-3.865984716137114141e-01,0.000000000000000000e+00
-7.528428330907452892e-01,-1.035814348610279101e+00,0.000000000000000000e+00
1.009143321755538336e+00,-1.082020549917268593e+00,1.000000000000000000e+00
4.819782596220045789e-01,-1.078280115046293952e+00,1.000000000000000000e+00
1.242010941827154769e+00,-1.688582761200977833e+00,1.000000000000000000e+00
-6.387102298238311882e-01,-1.525385518965035159e+00,0.000000000000000000e+00
-1.076717524348479449e-01,-1.936918563887335853e+00,0.000000000000000000e+00
4.257341432614745735e-01,-9.867191739631873126e-01,1.000000000000000000e+00
1.487957081514438951e+00,-1.208200242031941540e+00,1.000000000000000000e+00
4.275953035506695477e-01,-2.347465767751526489e-01,1.000000000000000000e+00
-1.881188331085326126e-02,-2.274728089805488906e+00,1.000000000000000000e+00
-4.851878418706029872e-01,-1.426352223671754071e+00,0.000000000000000000e+00
1.945786583319121243e-01,-8.211468878457710563e-01,1.000000000000000000e+00
-5.832947100116697703e-01,-1.457364426863812845e+00,0.000000000000000000e+00
6.504286756182153795e-02,-7.390964473553753855e-01,1.000000000000000000e+00
-3.800944779179387112e-01,-1.224913043385140066e+00,0.000000000000000000e+00
1.628513564921101775e+00,-1.710367494658524112e+00,1.000000000000000000e+00
-5.756751856510067267e-02,-1.521279146436069984e+00,1.000000000000000000e+00
6.824020587195198662e-01,-1.053655386834101870e+00,1.000000000000000000e+00
5.845770379691037633e-01,-9.992974132382993480e-01,1.000000000000000000e+00
-1.330964778992491215e+00,-4.534428094588188740e-01,0.000000000000000000e+00
6.641194777009843397e-01,-6.166771957013839067e-01,1.000000000000000000e+00
-5.338323937084170634e-01,-9.469485019185566177e-01,0.000000000000000000e+00
-4.203114267811672300e-01,-9.514708314867911243e-01,0.000000000000000000e+00
-3.838336869634972337e-01,-5.107488464292329056e-01,0.000000000000000000e+00
-6.069344820465341073e-01,-8.208232327011923957e-01,0.000000000000000000e+00
6.603272197536553811e-01,-4.552665037707113171e-01,1.000000000000000000e+00
-1.043391217926904035e+00,-2.748548950400407920e-01,0.000000000000000000e+00
-7.252740422194409176e-01,-1.890712662554472789e+00,0.000000000000000000e+00
-6.411428594418745464e-01,-1.515850940232889021e+00,0.000000000000000000e+00
1.125516841391630773e+00,-1.501637101146643172e+00,1.000000000000000000e+00
4.821033502898788847e-01,-2.120095476968213433e+00,1.000000000000000000e+00
4.790419072727303829e-01,-2.387264774809926049e+00,1.000000000000000000e+00
-8.675634484559291426e-02,-7.951177834232989738e-01,1.000000000000000000e+00
-3.122949875718530888e-01,-9.625963306029662325e-01,0.000000000000000000e+00
-1.188683138461875677e+00,-1.199180789566438587e+00,0.000000000000000000e+00
7.033937973519844844e-01,-1.754507456091719098e+00,1.000000000000000000e+00
4.650408398630612172e-02,-7.366439662076129657e-01,0.000000000000000000e+00
-8.156771538121011522e-01,-1.161882191998183211e+00,0.000000000000000000e+00
-6.010036629234929428e-01,-2.196192545707593702e+00,0.000000000000000000e+00
5.816063756369702631e-01,-1.516317235494347049e+00,1.000000000000000000e+00
2.043850619498109866e-01,-1.315875257938425191e+00,1.000000000000000000e+00
1.936481965274921002e-01,-8.549036808619436822e-01,0.000000000000000000e+00
4.196055720058703420e-01,-8.890337208173684225e-01,1.000000000000000000e+00
1.404872785190269813e+00,-7.130082700390633077e-01,1.000000000000000000e+00
7.350102518573558008e-01,-1.498793500348234664e+00,1.000000000000000000e+00
1.054306723704063753e+00,-9.785824187845728606e-01,1.000000000000000000e+00
1.152791676911134822e+00,-8.577392106544630135e-01,1.000000000000000000e+00
-1.804187092376016155e-01,-1.442942717275732534e+00,0.000000000000000000e+00
1.363892099714431705e+00,-1.076525309149247933e+00,1.000000000000000000e+00
3.324353694153635574e-01,-1.519919020540232424e+00,0.000000000000000000e+00
1.627868346853554860e-01,-1.076369719764124655e+00,0.000000000000000000e+00
3.794860650900445664e-01,-1.417268028522608470e+00,1.000000000000000000e+00
-8.653687209944292968e-01,-9.632421382944904575e-01,0.000000000000000000e+00
-4.437773228795193758e-01,-1.462175113464738052e+00,0.000000000000000000e+00
-7.173723630277606400e-01,-1.041899321895167763e-01,0.000000000000000000e+00
1.568966651947624413e+00,-9.571632766584317054e-01,1.000000000000000000e+00
7.241968059813689296e-01,-1.115309448136317050e+00,1.000000000000000000e+00
-3.984360805320608656e-01,-1.686721394094651494e+00,0.000000000000000000e+00
5.765067981855962476e-01,-2.009617148434242218e+00,1.000000000000000000e+00
9.048066281999083138e-01,-8.517271416440772569e-01,1.000000000000000000e+00
4.636018357475817364e-01,-3.883317298504312953e-01,1.000000000000000000e+00
9.231223539609811901e-02,-1.907512551600357931e+00,1.000000000000000000e+00
-5.929691576172831935e-01,-6.517759601893713395e-01,0.000000000000000000e+00
1.367687788316651609e-01,-1.404767242929918503e+00,0.000000000000000000e+00
1.244535483612916549e+00,-1.194579346245801421e+00,1.000000000000000000e+00
6.188814169268589405e-01,-7.334951427521114731e-01,1.000000000000000000e+00
-3.790336276905593715e-01,-1.963521189987573301e+00,0.000000000000000000e+00
3.307510796567869615e-02,-4.852794344217228328e-01,0.000000000000000000e+00
3.924137161425040321e-01,-9.774233447767431970e-01,1.000000000000000000e+00
-4.581799737558998054e-01,-1.044988228583495049e+00,0.000000000000000000e+00
4.300424899745586838e-01,-1.511136795464473437e+00,1.000000000000000000e+00
6.924180314015461191e-01,-5.889606018657653763e-01,1.000000000000000000e+00
-4.333949896000530155e-01,-1.360632277538501578e+00,0.000000000000000000e+00
-3.193457115730968243e-01,-2.599596421810486113e+00,0.000000000000000000e+00
1.279577917083320582e+00,-2.045182000884497420e+00,1.000000000000000000e+00
5.239745961957026354e-01,-1.735160058808519645e+00,1.000000000000000000e+00
-1.352535804757722060e+00,-5.949117178061889000e-01,0.000000000000000000e+00
4.713444662413230901e-01,-1.002073170630089827e+00,1.000000000000000000e+00
-7.286553563368611819e-01,-9.368046978838878713e-01,0.000000000000000000e+00
7.436060124273964345e-01,-1.816821223589732526e+00,1.000000000000000000e+00
-2.070616571736991762e-01,-1.422203403076104822e+00,0.000000000000000000e+00
-1.483486016227144599e+00,-1.389382691978404916e+00,0.000000000000000000e+00
4.518482841988624710e-02,-7.502142404387022179e-01,0.000000000000000000e+00
5.308689996933391164e-01,-1.349953963654662026e+00,1.000000000000000000e+00
5.443775412885774045e-01,-1.369511197150272697e-01,1.000000000000000000e+00
-5.142273407814925701e-01,-9.603042878999137333e-01,0.000000000000000000e+00
1.220336793913189943e+00,-1.055930531982191001e+00,1.000000000000000000e+00
-8.347161398076207162e-01,-1.273500036037937821e+00,0.000000000000000000e+00
-7.409956966043012017e-01,-1.193936229750369504e+00,0.000000000000000000e+00
1.069009838715758720e+00,-1.149352168591798007e+00,1.000000000000000000e+00
1.071515105505058241e+00,-1.215683401549738862e+00,1.000000000000000000e+00
-6.658774717392238474e-01,-2.174425453761502425e+00,0.000000000000000000e+00
1.163358904248509518e+00,-1.002080873546451478e+00,1.000000000000000000e+00
1.204200121827094794e+00,-2.623452800592292355e+00,1.000000000000000000e+00
3.389922854930945695e-01,-1.245119925573035413e+00,0.000000000000000000e+00
-1.511036585285109313e-01,-1.695278075058213929e+00,0.000000000000000000e+00
1.011582019428553636e+00,-1.702032893082275677e+00,1.000000000000000000e+00
-1.017079547245171689e+00,-2.183094345620555377e-01,0.000000000000000000e+00
-8.005362672789424483e-01,-1.066608674905587195e+00,0.000000000000000000e+00
1.140228932241645898e+00,-9.274841675091454185e-01,1.000000000000000000e+00
-6.299856143254809471e-01,-9.928446102623358360e-01,0.000000000000000000e+00
4.965127257218683310e-01,-1.204134510012241366e+00,0.000000000000000000e+00
8.057445902547525352e-01,-6.499979134916417101e-01,1.000000000000000000e+00
1.257958033376260776e+00,-5.818099587152576468e-01,1.000000000000000000e+00
-3.858299558826768783e-01,-1.746827567860690378e+00,0.000000000000000000e+00
1.115206992532787877e-01,-1.748497808004792597e+00,0.000000000000000000e+00
8.565127995167853836e-01,-1.552463036505126626e+00,1.000000000000000000e+00
6.731258936007724625e-01,-1.010943906343707566e+00,1.000000000000000000e+00
8.658736746224052760e-01,-9.643647343778053438e-01,1.000000000000000000e+00
